sample_id,n_frac,x1_m,T1_s,a_hat_m_s,a_hat_ok,Y0_m2_s,omega_star_rad_s,fracture_positions_m,mask_design,y_active,alpha_ss,Y_eq_m2_s,log10_Y_over_Y0,fracture_Q_ss_m3_s,fracture_Cf_m2,fracture_kleak_m2p5_s,fracture_Kp_s2_m5
816,4,4827.39501953125,6.736391067504883,1433.2288818359375,1,0.00010491465945960954,0.9327227473258972,4827.395|4868.6465|4887.15|4935.6646,1|1|1|1,1|1|1|1,0.16181059|0.36819124|0.31377426|0.15622391,0.00047432852|0.00045469383|0.00038002647|0.00049538695,0.65524316|0.636883|0.5589778|0.6741085,0.0030722574|0.0069907554|0.0059575536|0.0029661842,0.0053113466|0.015786726|0.010750348|0.005235062,6.21183e-05|0.00014148865|0.000120582445|5.997685e-05,339930.88|157148.7|220526.62|336729.34
817,3,4630.7509765625,6.6081156730651855,1401.5345458984375,1,0.00010728719644248486,0.9508286118507385,4630.751|4672.066|4686.3677,1|1|1,1|1|1,0.32296348|0.5383009|0.13873568,0.00032818384|0.00026005553|0.00038804213,0.48556945|0.38451836|0.5583311,0.005537732|0.009230041|0.0023788481,0.014496552|0.015684417|0.0027612955,0.00012633284|0.00021109026|5.419554e-05,274962.44|208241.33|529536.0
818,1,4846.6962890625,6.990408420562744,1386.67041015625,1,0.00010843723430298269,0.8988295197486877,4846.6963,1,1,1.0,0.00017828366,0.21593335,0.018367033,0.012,0.00083329284,152646.95
819,3,4759.26416015625,6.684993743896484,1423.864990234375,1,0.00010560461669228971,0.9398939609527588,4759.264|4785.397|4833.099,1|1|1,1|1|1,0.26703355|0.48845112|0.24451534,0.0029734997|0.00398781|0.0031865784,1.449585|1.5770515|1.4796418,0.0044809286|0.008196402|0.004103064,0.008689394|0.02231095|0.009193328,7.051995e-05|0.00012900154|6.457399e-05,31622.408|14722.266|32031.771
820,5,4519.4189453125,6.245204925537109,1447.324462890625,1,0.00010389288217993453,1.0060815811157227,4519.419|4543.3525|4578.3516|4593.8086|4611.5454,1|1|1|1|1,1|1|1|1|0,0.15117215|0.24352476|0.50200397|0.0950314|0.008267712,0.0013304367|0.0011833024|0.002099776|0.001863478|0.0,1.1074084|1.05651|1.3055872|1.2537385|-6.016586,0.0027329358|0.004402514|0.00907538|0.0017180064|0.0001494662,0.007093523|0.012936384|0.033277504|0.0061253062|0.00069052435,7.9388905e-05|0.00012794734|0.0002638052|4.9902814e-05|4.343334e-06,132551.86|95177.125|26134.285|140273.64|62473450.0
821,3,4852.1533203125,6.775907516479492,1432.1781005859375,1,0.00010499162453925237,0.9272832274436951,4852.1533|4882.124|4897.4727,1|1|1,1|1|1,0.32175276|0.13458169|0.5436656,0.002191203|0.0023974464|0.002165599,1.319528|1.3585943|1.3144234,0.0055682957|0.0023290885|0.009408749,0.013612151|0.005709558|0.022808751,8.89035e-05|3.718288e-05|0.0001502422,39704.35|63753.297|24279.014
822,4,4762.22265625,6.662018775939941,1429.66357421875,1,0.00010517628834350035,0.9431353807449341,4762.2227|4788.375|4811.7856|4828.546,1|1|1|1,1|1|1|1,0.052576516|0.061314408|0.80305845|0.083050616,0.0022559327|0.0026250777|0.0013991718|0.0050687026,1.3314083|1.3972243|1.1239532|1.682979,0.001127627|0.0013150315|0.017223476|0.0017812158,0.005372354|0.005773032|0.012|0.0109987715,4.85848e-05|5.668316e-05|0.0007467852|7.6802666e-05,53537.62|53216.465|20422.314|33557.918
823,2,4634.20849609375,6.447125434875488,1437.6044921875,1,0.00010459532495588064,0.9745715856552124,4634.2085|4648.734,1|1,1|1,0.57178074|0.42821923,0.0010890984|0.0010708022,1.0175549|1.010197,0.0074405307|0.0055723777,0.014359465|0.009771098,0.00010300372|7.713579e-05,61325.723|82721.57
824,3,4769.02587890625,6.831901550292969,1396.10498046875,1,0.00010770444350782782,0.9196832180023193,4769.026|4792.999|4829.657,1|1|1,1|1|1,0.1429574|0.10907259|0.74797,0.0006153812|0.0007531962|0.00056366884,0.7569107|0.8446745|0.7187905,0.0031618506|0.0024124053|0.016543176,0.00417585|0.0031088213|0.028533831,4.287673e-05|3.271175e-05|0.00022460305,250191.44|254525.28|53595.215
825,6,4768.39306640625,6.46610689163208,1474.888427734375,1,0.000101951249234844,0.9717106819152832,4768.393|4785.5547|4831.569|4881.5513|4918.1567|4935.992,1|1|1|1|1|1,1|1|1|1|1|1,0.14070702|0.16796805|0.24725452|0.14069113|0.19643007|0.10694923,0.0012757784|0.0009812121|0.0008110473|0.00089330703|0.0012285949|0.0009984799,1.0973828|0.9833704|0.9006537|0.94260824|1.0810162|0.9909468,0.0019434534|0.0023199844|0.003415094|0.001943234|0.0027131035|0.0014771891,0.015961137|0.014761683|0.016487084|0.009851455|0.019786794|0.004998078,8.8626366e-05|0.0001058547|0.0001559998|8.867894e-05|0.00012381817|6.738721e-05,200284.39|218610.19|180052.39|285498.1|149384.86|323982.75
826,2,4623.556640625,6.26612663269043,1475.7303466796875,1,0.0001018930779537186,1.0027223825454712,4623.5566|4652.0625,1|1,1|1,0.87264264|0.1273574,0.00024609992|0.00054584205,0.382967|0.7289224,0.0155105395|0.002263678,0.022367144|0.0027960204,0.00028912828|4.1981988e-05,130972.086|388678.72
827,2,4724.2353515625,6.751036643981934,1399.5584716796875,1,0.00010743867460405454,0.930699348449707,4724.2354|4759.593,1|1,1|1,0.6387891|0.36121085,0.00015092093|0.0001716496,0.14758907|0.20348242,0.011320239|0.0064011626,0.0108057475|0.005842893,0.0001453309|8.2052e-05,292594.75|454604.4
828,1,4771.59521484375,6.904792785644531,1382.111083984375,1,0.00010879495675908402,0.9099745154380798,4771.595,1,1,1.0,0.0001844204,0.22920042,0.01826912,0.014500895,0.00016188688,148374.16
829,4,4650.0478515625,6.213253021240234,1496.81591796875,1,0.00010045772069133818,1.0112553834915161,4650.048|4691.0327|4739.664|4757.6885,1|1|1|1,1|1|1|1,0.17945834|0.39416447|0.20756575|0.21881144,0.00045210856|0.0005116525|0.00033719512|0.00039359153,0.6532595|0.70699185|0.5258981|0.5930625,0.0022342901|0.0049074222|0.002584233|0.0027242438,0.00793947|0.02316134|0.0045441333|0.008947647,7.9670775e-05|0.00017526925|9.224189e-05|9.721773e-05,493400.6|199036.55|570673.94|465425.94
830,6,4802.1708984375,6.554002285003662,1465.416259765625,1,0.0001026102399919182,0.9586791396141052,4802.171|4824.322|4845.1953|4882.935|4901.5327|4950.0,1|1|1|1|1|1,1|1|1|1|1|1,0.08332264|0.07388582|0.08983762|0.29726663|0.14848983|0.30719745,0.00044795402|0.0004492552|0.00039844887|0.00036498767|0.0003258668|0.00030180594,0.64004284|0.6413025|0.589182|0.5510876|0.50184953|0.46853724,0.0019074086|0.0016913825|0.0020565486|0.0068049813|0.0033992059|0.0070323157,0.0048747472|0.0038021859|0.004439418|0.018836588|0.008901006|0.01705451,4.4874465e-05|3.9793635e-05|4.8398582e-05|0.00016046884|8.0067424e-05|0.00016594572,579751.25|647851.25|604777.1|201227.08|450729.38|235502.12
831,6,4584.033203125,6.239222526550293,1469.424560546875,1,0.00010233034117845818,1.0070462226867676,4584.033|4631.881|4651.995|4678.3687|4719.498|4744.0713,1|1|1|1|1|1,1|1|1|1|1|1,0.19071047|0.4067501|0.10843545|0.060747605|0.10342645|0.1299299,0.0082487|0.0018675224|0.0051405197|0.0012309838|0.006189963|0.005127137,1.9063811|1.2612615|1.7010026|1.0802479|1.7816837|1.6998706,0.0041527664|0.008857082|0.002361208|0.0013227937|0.0022521357|0.0028292548,0.017010326|0.005|0.010299497|0.004488551|0.012974761|0.010245401,0.00023352959|0.0005|0.00013291057|7.4457836e-05|0.00012678192|0.00015928796,9260.839|25218.98|17866.543|24732.51|12193.146|15320.394
832,4,4729.76025390625,6.621224880218506,1428.666259765625,1,0.00010524971730774269,0.9489460587501526,4729.7603|4775.467|4796.1133|4845.0903,1|1|1|1,1|1|1|1,0.12608948|0.34092423|0.4153293|0.117656976,0.0016220924|0.0013321663|0.0012959123|0.0018117249,1.1878546|1.1023375|1.0903547|1.2358713,0.0018452243|0.0049891686|0.0060780304|0.0017218209,0.0050105923|0.016054539|0.018313503|0.006007155,5.990171e-05|0.00016210688|0.00019754106|5.590443e-05,144575.8|74647.87|63123.367|142002.17
833,2,4816.69775390625,6.765932559967041,1423.8089599609375,1,0.0001056087639881298,0.9286503195762634,4816.6978|4833.5405,1|1,1|1,0.28326744|0.71673256,0.0037315052|0.0031423003,1.548184|1.4735477,0.004001286|0.010124185,0.008258788|0.013157552,4.894337e-05|0.0001238496,20602.66|14597.342
834,2,4550.99609375,6.244200706481934,1457.6712646484375,1,0.00010315543477190658,1.006243348121643,4550.996|4570.4385,1|1,1|1,0.5795388|0.42046115,0.0004141693|0.0003947284,0.6036859|0.5828064,0.009403791|0.006822543,0.008412096|0.006561277,0.00012269584|8.899677e-05,128068.875|184995.97
835,2,4618.1357421875,6.8205647468566895,1354.179931640625,1,0.00011103894939878955,0.9212118983268738,4618.1357|4655.5156,1|1,1|0,0.99531394|0.0046860413,4.8490507e-05|0.0,-0.3598177|-6.0454755,0.017751668|8.3576684e-05,0.012|0.00025977596,0.0015|4.6541873e-06,580837.75|89274060.0
836,3,4850.97705078125,6.765872478485107,1433.95458984375,1,0.00010486155224498361,0.9286585450172424,4850.977|4890.9707|4915.5312,1|1|1,1|1|1,0.7094264|0.2486958|0.041877788,0.00017883643|0.0023322937|0.0013759125,0.23183995|1.3471669|1.1179745,0.015702749|0.00550474|0.00092694093,0.005|0.02503913|0.0030038985,0.0005|0.00017161276|2.8883404e-05,177772.23|38548.57|163839.88
837,4,4646.2626953125,6.54334831237793,1420.1483154296875,1,0.00010588098666630685,0.9602400660514832,4646.2627|4677.8516|4724.385|4758.334,1|1|1|1,1|1|1|1,0.22920477|0.36053327|0.3006951|0.10956686,0.000518758|0.0005295982|0.00034123525|0.000640486,0.6901469|0.6991286|0.50823605|0.78169173,0.0032890183|0.005173542|0.004314882|0.0015722509,0.012135878|0.016475834|0.007990821|0.003677909,9.148878e-05|0.00014401392|0.00012018162|4.37049e-05,292464.78|182283.0|338907.72|479600.53
838,5,4841.41650390625,6.733919620513916,1437.9193115234375,1,0.00010457242024131119,0.9330651164054871,4841.4165|4872.926|4883.0376|4908.2437|4937.417,1|1|1|1|1,0|0|1|1|1,0.004753124|0.011867225|0.6108068|0.2953514|0.07722143,0.0|0.0|0.006820724|0.0030709135|0.0016311163,-6.0194173|-6.0194173|1.8144133|1.4678504|1.1930678,9.403261e-05|0.00023477322|0.012083793|0.005843034|0.0015276971,0.00097469724|0.00020453929|0.033707388|0.011629161|0.00430409,2.66195e-06|6.6574908e-06|0.00034217245|0.00016546079|4.3247444e-05,88653180.0|82633896.0|5766.104|25416.855|41801.223
839,3,4704.67529296875,6.71901273727417,1400.40673828125,1,0.00010737359843915328,0.9351352453231812,4704.6753|4733.4116|4760.11,1|1|1,0|1|1,0.034199126|0.45147476|0.5143261,0.0|0.00051448867|0.0006494184,-6.0308976|0.6804784|0.7816271,0.000563956|0.0074449824|0.008481423,0.00050990307|0.011091586|0.01431298,9.252155e-06|0.000121838944|0.00013878892,81645850.0|130213.47|90562.59
840,3,4793.4423828125,6.712115287780762,1428.295654296875,1,0.00010527702397666872,0.93609619140625,4793.4424|4842.1123|4861.2305,1|1|1,1|1|0,0.4366016|0.55007654|0.01332186,0.0011537435|0.001433483|0.0,1.0397757|1.134059|-6.0223336,0.005890644|0.007421652|0.00017973901,0.012614142|0.01845303|0.00047306804,0.00019089045|0.00024052418|5.823326e-06,72858.445|46670.934|62000664.0
841,3,4606.8994140625,6.478084564208984,1422.302978515625,1,0.0001057205954566598,0.9699140787124634,4606.8994|4652.117|4700.725,1|1|1,1|1|1,0.18608995|0.37014684|0.44376323,0.0013907112|0.0013060683|0.001616374,1.1190773|1.0918063|1.1843823,0.0024593712|0.004891873|0.0058647897,0.0045197248|0.0128465695|0.018485706,5.233907e-05|0.00010413666|0.00012484835,129584.19|77387.805|52311.758
842,6,4655.1943359375,6.451944828033447,1443.0360107421875,1,0.0001042016374412924,0.9738435745239258,4655.1943|4682.436|4722.698|4769.3267|4801.352|4823.7476,1|1|1|1|1|1,1|1|1|1|1|1,0.13884711|0.13652724|0.2577888|0.24769099|0.07045268|0.14869316,0.0003378677|0.0003819465|0.0003286491|0.00036806747|0.00046922654|0.0003282188,0.51087224|0.5641281|0.49885803|0.548053|0.6535081|0.49828905,0.0029081947|0.0028596043|0.005399464|0.005187962|0.0014756527|0.0031144228,0.007267337|0.009517865|0.019437611|0.018146086|0.0033127537|0.008925441,7.973554e-05|7.839761e-05|0.00014830013|0.00014243825|4.043145e-05|8.5435124e-05,507695.66|457004.12|281679.4|261731.64|706478.2|488434.3
843,2,4552.76220703125,6.360130310058594,1431.656982421875,1,0.00010502985242055729,0.9879019856452942,4552.762|4586.5566,1|1,1|0,0.99317473|0.006825246,0.0028222955|0.0,1.4292898|-6.0213127,0.015533632|0.00010674945,0.012|0.00029468496,0.0011497892|7.868785e-06,10707.349|93166590.0
844,1,4817.2890625,6.882957935333252,1399.77294921875,1,0.00010742221638793126,0.9128612279891968,4817.289,1,1,1.0,0.0003197392,0.47370192,0.012901489,0.010517527,0.00010850365,121074.07
845,2,4624.38232421875,6.200245380401611,1491.6771240234375,1,0.0001008037943392992,1.0133768320083618,4624.3823|4667.6777,1|1,1|1,0.37865403|0.62134594,0.0012333269|0.0008841433,1.0876014|0.94304585,0.0054530865|0.008948151,0.009462389|0.012082317,0.00010700645|0.00017569213,73092.625|62867.633
846,6,4801.3330078125,6.825922012329102,1406.7939453125,1,0.00010688609472708777,0.9204888343811035,4801.333|4828.3403|4838.3623|4870.094|4905.2256|4950.0,1|1|1|1|1|1,1|1|0|1|0|0,0.19801593|0.5338133|0.008555395|0.2241856|0.01745038|0.017979419,0.0033854784|0.00884799|0.0|0.0037806584|0.0|0.0,1.5006988|1.9179235|-6.028921|1.5486462|-6.028921|-6.028921,0.0035766251|0.009641902|0.00015453021|0.00404931|0.00031519416|0.00032474985,0.008924524|0.029443942|0.0008925648|0.011655519|0.0006123159|0.0007720223,0.000105651045|0.00028485176|4.568492e-06|0.00011963028|9.335628e-06|9.622459e-06,32334.576|5149.735|86581890.0|27913.541|63152430.0|68031560.0
847,1,4871.0419921875,7.007506370544434,1390.2354736328125,1,0.00010815916903084144,0.896636426448822,4871.042,1,1,1.0,0.00010104613,-0.029543232,0.017118104,0.012111609,0.00011996693,289039.3
848,5,4607.337890625,6.538092136383057,1409.383056640625,1,0.00010668974573491141,0.961012065410614,4607.338|4655.7603|4693.24|4741.6045|4758.066,1|1|1|1|1,1|1|1|1|1,0.082659826|0.1964704|0.22114408|0.26731977|0.23240593,0.0014379075|0.0013063102|0.0010518846|0.000998532|0.000973187,1.1296083|1.0879236|0.99384546|0.9712394|0.96007365,0.0012135598|0.0028844553|0.0032466988|0.0039246213|0.003412038,0.0043456284|0.012927234|0.012114012|0.014336572|0.012995279,6.185872e-05|0.00014723667|0.00016586034|0.00020063223|0.00017438184,247116.89|131208.64|145196.36|126910.95|149653.23
849,4,4826.1083984375,6.762537479400635,1427.306884765625,1,0.00010534995089983568,0.9291164875030518,4826.1084|4865.0903|4912.8047|4950.0,1|1|1|1,1|1|1|1,0.47676212|0.16444798|0.14314872|0.2156412,5.96582e-05|0.00033411256|0.00034396217|0.00034032518,-0.24696346|0.5012586|0.51387644|0.5092599,0.0076324665|0.0026326415|0.0022916626|0.0034521918,0.005|0.010341818|0.009637704|0.014236797,0.0005|0.00015382051|0.00013377417|0.00020212702,1097851.6|567743.75|633372.44|425293.0
850,2,4725.8369140625,6.728376865386963,1404.7479248046875,1,0.00010704177111620083,0.9338337182998657,4725.837|4758.3203,1|1,1|1,0.4315516|0.56844836,0.00010656558|9.7468204e-05,-0.0019359306|-0.040689886,0.00613381|0.008079577,0.009779819|0.011659013,9.7574e-05|0.00012873439,764826.9|634867.7
851,6,4755.830078125,6.7089338302612305,1417.76025390625,1,0.00010605933493934572,0.9365400671958923,4755.83|4769.158|4810.78|4831.9434|4874.21|4918.119,1|1|1|1|1|1,1|1|1|1|1|1,0.15128547|0.2632121|0.08380515|0.2035172|0.09795467|0.2002254,0.0027946478|0.0042611407|0.0025235063|0.0029367963|0.0026810393|0.002804008,1.4207783|1.603977|1.3764555|1.442325|1.4027543|1.4222304,0.0032619508|0.0056752632|0.0018069696|0.0043881484|0.0021120554|0.004317172,0.010026172|0.030563226|0.0054755653|0.014958848|0.0064705997|0.014576275,7.811317e-05|0.00013591582|4.327277e-05|0.00010510429|5.058254e-05|0.00010340818,49459.312|20206.59|64530.758|37010.473|64715.902|39480.07
852,1,4503.34619140625,7.00444221496582,1285.8543701171875,1,0.00011693915439536795,0.8970286250114441,4503.346,1,1,1.0,9.322548e-05,-0.09842486,0.017054541,0.010892252,0.00011167237,314452.94
853,6,4618.5703125,6.323901653289795,1460.671142578125,1,0.00010294357343809679,0.9935615658760071,4618.5703|4659.7676|4675.4526|4721.371|4749.8843|4791.6846,1|1|1|1|1|1,0|1|1|1|1|0,0.005974621|0.16489056|0.6669879|0.09672735|0.057865072|0.007554474,0.0|0.013985408|0.002245287|0.008600167|0.0029589194|0.0,-6.0125995|2.133076|1.3386726|1.9219077|1.4585339|-6.0125995,7.657294e-05|0.002113298|0.008548363|0.0012396934|0.00074162|9.682092e-05,0.00076336745|0.031617068|0.012|0.017318625|0.007898116|0.00044611725,6.0358557e-06|0.00016645949|0.00067722524|9.766605e-05|5.8424022e-05|7.645776e-06,96295430.0|12307.242|25080.242|24101.938|39082.652|84603650.0
854,5,4818.966796875,6.508070468902588,1480.9202880859375,1,0.00010153599578188732,0.9654451608657837,4818.967|4859.3994|4893.636|4922.0435|4950.0,1|1|1|1|1,1|0|1|1|1,0.39063513|0.014368425|0.28195977|0.074111976|0.23892471,0.0041537397|0.0|0.004454125|0.0009315447|0.0034500724,1.6118193|-6.00662|1.6421424|0.9625837|1.5312082,0.006370373|0.00023431644|0.0045981244|0.0012085983|0.0038963202,0.02354498|0.0004579626|0.01741566|0.0028480373|0.011631681,0.00020267931|7.4650297e-06|0.00014629612|3.8446382e-05|0.00012397219,18241.785|58837464.0|22558.39|58710.492|33268.266
855,1,4658.51904296875,6.833298206329346,1363.4759521484375,1,0.00011028189328499138,0.9194952249526978,4658.519,1,1,1.0,0.00015531214,0.14870147,0.017086314,0.011043255,0.00012764687,188371.1
856,1,4898.71923828125,6.967588901519775,1406.1446533203125,1,0.00010693544754758477,0.90177321434021,4898.719,1,1,1.0,9.6854514e-05,-0.043001365,0.022752555,0.010314265,0.00014088886,226867.69
857,2,4645.5068359375,6.4010910987854,1451.4735107421875,1,0.00010359590669395402,0.981580376625061,4645.507|4660.673,1|1,1|1,0.29023853|0.7097615,0.00022899592|0.00023597457,0.34448534|0.3575228,0.005117635|0.012514879,0.0037826893|0.018457068,6.532512e-05|0.00015995058,425019.2|169279.4
858,5,4577.78857421875,6.400430679321289,1430.462646484375,1,0.00010511753498576581,0.9816816449165344,4577.7886|4589.491|4627.1895|4638.062|4686.893,1|1|1|1|1,1|0|1|1|1,0.2885369|0.014706144|0.29984352|0.30938262|0.08753083,0.0012103653|0.0|0.0006895389|0.0006160514|0.0010885524,1.0612414|-6.021675|0.8168837|0.76794183|1.0151742,0.0035585072|0.00018136993|0.0036979509|0.0038155962|0.0010795121,0.022072576|0.00040780706|0.013066195|0.010103627|0.0033882777,0.000103474194|5.275474e-06|0.00010759081|0.00011103354|3.1378575e-05,115723.76|65276612.0|195517.98|211885.4|373572.06
859,4,4556.224609375,6.299143314361572,1446.6171875,1,0.00010394367564003915,0.9974666237831116,4556.2246|4590.2036|4629.5483|4650.3193,1|1|1|1,1|1|0|0,0.8403114|0.15112728|0.006037502|0.0025237834,0.00085430866|0.008050202|0.0|0.0,0.9148168|1.8890088|-6.016798|-6.016798,0.016933076|0.0030453587|0.00012166141|5.0856637e-05,0.012|0.025115473|0.0005017806|0.0002273504,0.0014205507|0.00024720503|9.907155e-06|4.1289236e-06,34374.38|18007.549|76100270.0|83544904.0
860,2,4593.1748046875,6.276210308074951,1463.6778564453125,1,0.00010273211228195578,1.001111388206482,4593.175|4641.753,1|1,1|1,0.31409815|0.6859018,0.0012706101|0.0014142161,1.0923061|1.1388096,0.005284866|0.011540657,0.004660259|0.016959773,5.4534135e-05|0.000119102435,68451.34|30421.277
861,3,4514.556640625,6.137354850769043,1471.1734619140625,1,0.00010220868716714904,1.0237611532211304,4514.5566|4535.4224|4583.4663,1|1|1,1|1|1,0.43835276|0.2661649|0.29548234,0.0008222923|0.00079851004|0.0007593555,0.90553844|0.89279264|0.8709574,0.0068207015|0.004141485|0.0045976597,0.019326856|0.008429977|0.007923931,0.0001127279|6.843359e-05|7.5976306e-05,88994.23|149887.12|141947.75
862,1,4694.029296875,6.306377410888672,1488.6611328125,1,0.0001010080159176141,0.9963224530220032,4694.0293,1,1,1.0,0.0013237237,1.1174415,0.012832004,0.016670095,0.0001889385,29247.578
863,5,4722.60888671875,6.546994686126709,1442.679931640625,1,0.00010422735067550093,0.9597052931785583,4722.609|4757.596|4806.981|4817.6343|4828.261,1|1|1|1|1,1|1|1|1|1,0.25338244|0.12925173|0.4083627|0.10047669|0.10852643,0.00087181234|0.0013034588|0.0012506281|0.0012962916|0.0013823148,0.92244136|1.0971156|1.0791465|1.094721|1.1226252,0.0044664093|0.0022783394|0.007198269|0.0017711173|0.0019130113,0.013368342|0.009399691|0.025527855|0.005407249|0.006490205,0.00015650499|7.976367e-05|0.00025235736|6.200715e-05|6.697572e-05,127809.375|164770.39|55395.38|203206.48|179249.25
864,6,4790.533203125,6.500049114227295,1473.9990234375,1,0.0001020127601805143,0.966636598110199,4790.533|4823.0137|4866.1016|4878.5312|4908.1357|4920.8755,1|1|1|1|1|1,1|1|1|1|1|1,0.04304239|0.06596208|0.49855235|0.09386267|0.17376056|0.124819934,0.00032101662|0.00026990683|3.7572674e-05|0.00025788567|0.00033085598|0.00018031435,0.49787316|0.42255956|-0.43378124|0.4027729|0.51098466|0.24737604,0.0007257798|0.001112251|0.008406578|0.00158271|0.0029299464|0.0021047108,0.0037622328|0.008163855|0.008808351|0.014744673|0.02502991|0.0114870565,4.0333027e-05|6.1932646e-05|0.0005769456|8.832628e-05|0.00016386704|0.00011797351,2129126.8|1663570.2|1582944.8|1224610.1|515690.3|1317136.0
